Code,Formula,Period,Entity,Option
VPJ41187,"IF(VPJ41177>=0,VPJ41177,0)+IF(VPJ41178>=0,VPJ41178,0)+IF(VPJ41179>=0,VPJ41179,0)+IF(VPJ41180>=0,VPJ41180,0)+IF(VPJ41181>=0,VPJ41181,0)",PQ5,,
YZSI4310,YZSI4310,PQ6,,
VPJ41188,YZSI4310(PQ5)+YZSI4310(PQ6)+YZSI4310(PQ7)+YZSI4310(PQ8),PQ6,,
VPJ41086,VPJ41188,PQ6,,
VTJ41003,"VTJ41003' +IF(VPJ41086 <= -5000, 'A' , if(VPJ41086 > -5000 && VPJ41086 <= 0, 'B', if (VPJ41086 > 0 && VPJ41086 <= 5000, 'C', If (VPJ41086 > 5000 && VPJ41086 <= 10000, 'D', if (VPJ41086 > 10000 && VPJ41086 <= 15000, 'E', if(VPJ41086 > 15000 && VPJ41086 <= 20000, 'F', if(VPJ41086 > 20000 && VPJ41086 <= 25000, 'G', if(VPJ41086 > 25000 && VPJ41086 <= 30000, 'H', if(VPJ41086 > 30000 && VPJ41086 <= 35000, 'I', if (VPJ41086 > 35000 && VPJ41086 <= 40000, 'J', if (VPJ41086 > 40000 && VPJ41086 <= 50000, 'K', 'Z')))))))))))",PQ6,,
VTJ41004,"VTJ41004' +IF(VPJ41086 <= -5000, 'A' , if(VPJ41086 > -5000 && VPJ41086 <= 0, 'B', if (VPJ41086 > 0 && VPJ41086 <= 5000, 'C', If (VPJ41086 > 5000 && VPJ41086 <= 10000, 'D', if (VPJ41086 > 10000 && VPJ41086 <= 15000, 'E', if(VPJ41086 > 15000 && VPJ41086 <= 20000, 'F', if(VPJ41086 > 20000 && VPJ41086 <= 25000, 'G', if(VPJ41086 > 25000 && VPJ41086 <= 30000, 'H', if(VPJ41086 > 30000 && VPJ41086 <= 35000, 'I', if (VPJ41086 > 35000 && VPJ41086 <= 40000, 'J', if (VPJ41086 > 40000 && VPJ41086 <= 50000, 'K', 'Z')))))))))))",PQ6,,
VTJ41005,"VTJ41005' +IF(VPJ41086 <= -5000, 'A' , if(VPJ41086 > -5000 && VPJ41086 <= 0, 'B', if (VPJ41086 > 0 && VPJ41086 <= 5000, 'C', If (VPJ41086 > 5000 && VPJ41086 <= 10000, 'D', if (VPJ41086 > 10000 && VPJ41086 <= 15000, 'E', if(VPJ41086 > 15000 && VPJ41086 <= 20000, 'F', if(VPJ41086 > 20000 && VPJ41086 <= 25000, 'G', if(VPJ41086 > 25000 && VPJ41086 <= 30000, 'H', if(VPJ41086 > 30000 && VPJ41086 <= 35000, 'I', if (VPJ41086 > 35000 && VPJ41086 <= 40000, 'J', if (VPJ41086 > 40000 && VPJ41086 <= 50000, 'K', 'Z')))))))))))",PQ6,,
VTJ41006,"VTJ41006' +IF(VPJ41086 <= -5000, 'A' , if(VPJ41086 > -5000 && VPJ41086 <= 0, 'B', if (VPJ41086 > 0 && VPJ41086 <= 5000, 'C', If (VPJ41086 > 5000 && VPJ41086 <= 10000, 'D', if (VPJ41086 > 10000 && VPJ41086 <= 15000, 'E', if(VPJ41086 > 15000 && VPJ41086 <= 20000, 'F', if(VPJ41086 > 20000 && VPJ41086 <= 25000, 'G', if(VPJ41086 > 25000 && VPJ41086 <= 30000, 'H', if(VPJ41086 > 30000 && VPJ41086 <= 35000, 'I', if (VPJ41086 > 35000 && VPJ41086 <= 40000, 'J', if (VPJ41086 > 40000 && VPJ41086 <= 50000, 'K', 'Z')))))))))))",PQ6,,
VPJ41092,VTJ41003+VTJ41004+VTJ41005+VTJ41006,PQ6,,
VPJ41093,(VPJ41086*VTJ41001)+VPJ41092,PQ6,,
VTJ41002,"VTJ41002' +IF(VPJ41086 <= -5000, 'A' , if(VPJ41086 > -5000 && VPJ41086 <= 0, 'B', if (VPJ41086 > 0 && VPJ41086 <= 5000, 'C', If (VPJ41086 > 5000 && VPJ41086 <= 10000, 'D', if (VPJ41086 > 10000 && VPJ41086 <= 15000, 'E', if(VPJ41086 > 15000 && VPJ41086 <= 20000, 'F', if(VPJ41086 > 20000 && VPJ41086 <= 25000, 'G', if(VPJ41086 > 25000 && VPJ41086 <= 30000, 'H', if(VPJ41086 > 30000 && VPJ41086 <= 35000, 'I', if (VPJ41086 > 35000 && VPJ41086 <= 40000, 'J', if (VPJ41086 > 40000 && VPJ41086 <= 50000, 'K', 'Z')))))))))))*VPJ41093-VTJ41005-VTJ41006/0.65",PQ6,,
VPJ41095,(VPJ41093-VTJ41002)*VTJ41001,PQ6,,
VPJ41096,YZSI4302,PQ6,,
VPJ41097,VPJ41095-VPJ41096,PQ6,,
VPJ41018,VAJ41018,PQ6,,
VPJ22012,YZSPB530+VPJ22010(PQ6)-VPJ22010(PQ5)+VPJ23003(PQ6)-VPJ23003(PQ5)+VPJ23002(PQ6)-VPJ23002(PQ5),PQ6,,
VPJ41189,YZSI3123+ROARW923+VPJ22012,PQ6,,
VPJ41099,VPJ41189*VTJ41010,PQ6,,
VPJ41098,VPJ41099+VPJ41018,PQ6,,
VPJ41102,VPJ41189*VTJ41011,PQ6,,
VPJ41019,VAJ41019,PQ6,,
VPJ41101,VPJ41102+VPJ41019,PQ6,,
VPJ41020,VPJ41020,PQ6,,
VPJ41021,VPJ41021,PQ6,,
VPJ41022,VPJ41022,PQ6,,
VPJ41104,VPJ41020+VPJ41021+VPJ41022,PQ6,,
VPJ41183,VPJ41098+VPJ41101+VPJ41104,PQ6,,
VPJ41023,VAJ41023,PQ6,,
VPJ41106,"IF(VPJ41095<0,-VPJ41095,0)",PQ6,,
VPJ41107,VPJ41106(PQ1),PQ6,,
VPJ41024,VPJ41024,PQ6,,
VPJ41109,"IF(VPJ41106>0 && VPJ41024<0, -VPJ41024, 0)",PQ6,,
VPJ41110,VPJ41023+VPJ41106+VPJ41107+VPJ41024+VPJ41109,PQ6,,
VPJ41025,VAJ41025,PQ6,,
VPJ41111,"IF(VTJ41002 <0,-VTJ41002, 0)",PQ6,,
VPJ41112,VPJ4111(PQ1),PQ6,,
VPJ41026,VPJ41026,PQ6,,
VPJ41113,"IF(VPJ41111>0 && VPJ41026<0, -VPJ41026, 0)",PQ6,,
VPJ41114,VPJ41025+VPJ41111+VPJ41112+VPJ41026+VPJ41113,PQ6,,
VPJ41027,VPJ41027,PQ6,,
VPJ41028,VPJ41028,PQ6,,
VPJ41029,VPJ41029,PQ6,,
VPJ41115,VPJ41027+VPJ41028+VPJ41029,PQ6,,
VPJ41105,VPJ41110+VPJ41114+VPJ41115,PQ6,,
VPJ41030,VAJ41030,PQ6,,
VPJ41031,VPJ41031,PQ6,,
VPJ41117,VPJ41030+VPJ41031,PQ6,,
VPJ41032,VAJ41032,PQ6,,
VPJ41033,VPJ41033,PQ6,,
VPJ41118,VPJ41032+VPJ41033,PQ6,,
VPJ41034,VPJ41034,PQ6,,
VPJ41035,VPJ41035,PQ6,,
VPJ41036,VPJ41036,PQ6,,
VPJ41119,VPJ41034+VPJ41035+VPJ41036,PQ6,,
VPJ41116,VPJ41117+VPJ41118+VPJ41119,PQ6,,
VPJ41037,VAJ41037,PQ6,,
VPJ41038,VPJ41038,PQ6,,
VPJ41121,VPJ41037+VPJ41038,PQ6,,
VPJ41039,VAJ41039,PQ6,,
VPJ41040,VPJ41040,PQ6,,
VPJ41122,VPJ41039+VPJ41040,PQ6,,
VPJ41041,VPJ41041,PQ6,,
VPJ41042,VPJ41042,PQ6,,
VPJ41043,VPJ41043,PQ6,,
VPJ41123,VPJ41041+VPJ41042+VPJ41043,PQ6,,
VPJ41120,VPJ41121+VPJ41122+VPJ41123,PQ6,,
VPJ41125,VPJ41110+VPJ41117+VPJ41121,PQ6,,
VPJ41126,VPJ41114+VPJ41118+VPJ41122,PQ6,,
VPJ41127,VPJ41027+VPJ41034+VPJ41041,PQ6,,
VPJ41128,VPJ41028+VPJ41035+VPJ41042,PQ6,,
VPJ41129,VPJ41029+VPJ41036+VPJ41043,PQ6,,
VPJ41124,VPJ41125+VPJ41126+VPJ41127+VPJ41128+VPJ41129,PQ6,,
VPJ41044,VAJ41044,PQ6,,
VPJ41045,VPJ41045,PQ6,,
VPJ41131,VPJ41044+VPJ41045,PQ6,,
VPJ41046,VAJ41046,PQ6,,
VPJ41047,VPJ41047,PQ6,,
VPJ41132,VPJ41046+VPJ41047,PQ6,,
VPJ41048,VPJ41048,PQ6,,
VPJ41049,VPJ41049,PQ6,,
VPJ41050,VPJ41050,PQ6,,
VPJ41133,VPJ41048+VPJ41049+VPJ41050,PQ6,,
VPJ41130,VPJ41131+VPJ41132+VPJ41133,PQ6,,
VPJ41051,VAJ41051,PQ6,,
VPJ41052,VPJ41052,PQ6,,
VPJ41135,VPJ41051+VPJ41052,PQ6,,
VPJ41053,VAJ41053,PQ6,,
VPJ41054,VPJ41054,PQ6,,
VPJ41136,VPJ41053+VPJ41054,PQ6,,
VPJ41055,VPJ41055,PQ6,,
VPJ41056,VPJ41056,PQ6,,
VPJ41057,VPJ41057,PQ6,,
VPJ41137,VPJ41055+VPJ41056+VPJ41057,PQ6,,
VPJ41134,VPJ41135+VPJ41136+VPJ41137,PQ6,,
VPJ41058,VAJ41058,PQ6,,
VPJ41059,VPJ41059,PQ6,,
VPJ41139,VPJ41058+VPJ41059,PQ6,,
VPJ41060,VAJ41060,PQ6,,
VPJ41061,VPJ41061,PQ6,,
VPJ41140,VPJ41060+VPJ41061,PQ6,,
VPJ41062,VPJ41062,PQ6,,
VPJ41063,VPJ41063,PQ6,,
VPJ41064,VPJ41064,PQ6,,
VPJ41141,VPJ41062+VPJ41063+VPJ41064,PQ6,,
VPJ41138,VPJ41139+VPJ41140+VPJ41141,PQ6,,
VPJ41143,VPJ41131+VPJ41135+VPJ41139,PQ6,,
VPJ41144,VPJ41132+VPJ41136+VPJ41140,PQ6,,
VPJ41145,VPJ41048+VPJ41055+VPJ41062,PQ6,,
VPJ41146,VPJ41049+VPJ41056+VPJ41063,PQ6,,
VPJ41147,VPJ41050+VPJ41057+VPJ41064,PQ6,,
VPJ41142,VPJ41143+VPJ41144+VPJ41145+VPJ41146+VPJ41147,PQ6,,
VPJ41065,VPJ41065,PQ6,,
VPJ41066,VPJ41066,PQ6,,
VPJ41184,VPJ41065+VPJ41066,PQ6,,
VPJ41067,VPJ41067,PQ6,,
VPJ41068,VPJ41068,PQ6,,
VPJ41185,VPJ41067+VPJ41068,PQ6,,
VPJ41069,VPJ41069,PQ6,,
VPJ41070,VPJ41070,PQ6,,
VPJ41186,VPJ41069+VPJ41070,PQ6,,
VPJ73002,VPJ73002,PQ6,,
VPJ73003,VPJ73003,PQ6,,
VPJ73001,VPJ73002+VPJ73003,PQ6,,
VPJ41156,VPJ41065+VPJ41067+VPJ41069+VPJ73002,PQ6,,
VPJ41157,VPJ41066+VPJ41068+VPJ41070+VPJ73003,PQ6,,
VPJ41155,VPJ41156+VPJ41157,PQ6,,
VPJ41149,VPJ41098+VPJ41106+VPJ41107+VPJ41024+VPJ41109-VPJ41125-VPJ41143+VPJ41031+VPJ41038+VPJ41045+VPJ41052+VPJ41059,PQ6,,
VPJ41150,VPJ41101-VPJ41126-VPJ41144+VPJ41111+VPJ41112+VPJ41026+VPJ41113+VPJ41033+VPJ41040+VPJ41047+VPJ41054+VPJ41061,PQ6,,
VPJ41151,VPJ41020+VPJ41127+VPJ41145-(VAJ41127+VAJ41145),PQ6,,
VPJ41152,VPJ41021-VPJ41128-VPJ41146+VPJ41028-VAJ41028+VPJ41035-VAJ41035+VPJ41042-VAJ41042+VPJ41049-VAJ41049+VPJ41056-VAJ41056+VPJ41063-VAJ41063,PQ6,,
VPJ41153,VPJ41022-VPJ41129-VPJ41147+VPJ41029-VAJ41029+VPJ41036-VAJ41036+VPJ41043-VAJ41043+VPJ41050-VAJ41050+VPJ41057-VAJ41057+VPJ41064-VAJ41064,PQ6,,
VPJ41154,VPJ41151+VPJ41152+VPJ41153,PQ6,,
VPJ41148,VPJ41149+VPJ41150+VPJ41151+VPJ41152+VPJ41153,PQ6,,
VPJ41159,VPJ41149-VPJ41156,PQ6,,
VPJ41160,VPJ41150-VPJ41157,PQ6,,
VPJ41161,VPJ41154,PQ6,,
VPJ41158,VPJ41159+VPJ41160+VPJ41161,PQ6,,
VPJ41071,VPJ41071,PQ6,,
VPJ41072,VPJ41072,PQ6,,
VPJ41073,VPJ41073,PQ6,,
VPJ41162,VPJ41071+VPJ41072+VPJ41073,PQ6,,
VPJ41074,VPJ41074,PQ6,,
VPJ41075,VPJ41075,PQ6,,
VPJ41076,VPJ41076,PQ6,,
VPJ41163,VPJ41074+VPJ41075+VPJ41076,PQ6,,
VPJ41077,VPJ41077,PQ6,,
VPJ41078,VPJ41078,PQ6,,
VPJ41079,VPJ41079,PQ6,,
VPJ41168,VPJ41077+VPJ41078+VPJ41079,PQ6,,
VPJ41080,VPJ41080,PQ6,,
VPJ41081,VPJ41081,PQ6,,
VPJ41082,VPJ41082,PQ6,,
VPJ41169,VPJ41080+VPJ41081+VPJ41082,PQ6,,
VPJ41083,VPJ41083,PQ6,,
VPJ41084,VPJ41084,PQ6,,
VPJ41085,VPJ41085,PQ6,,
VPJ41170,VPJ41083+VPJ41084+VPJ41085,PQ6,,
VPJ41192,VPJ41192,PQ6,,
VPJ41193,VPJ41193,PQ6,,
VPJ41194,VPJ41194,PQ6,,
VPJ41171,VPJ41192+VPJ41193+VPJ41194,PQ6,,
VPJ41172,VPJ41071+VPJ41074+VPJ41077+VPJ41080+VPJ41083+VPJ41192,PQ6,,
VPJ41173,VPJ41072+VPJ41075+VPJ41078+VPJ41081+VPJ41084+VPJ41193,PQ6,,
VPJ41174,VPJ41073+VPJ41076+VPJ41179+VPJ41082+VPJ41085+VPJ41194,PQ6,,
VPJ41177,VPJ41159-VPJ41162,PQ6,,
VPJ41178,VPJ41160-VPJ41163,PQ6,,
VPJ41179,VPJ41151-VPJ41168,PQ6,,
VPJ41180,VPJ41152-VPJ41169,PQ6,,
VPJ41181,VPJ41153-VPJ41170,PQ6,,
VPJ41182,VPJ41179+VPJ41180+VPJ41181,PQ6,,
VPJ41176,VPJ41177+VPJ41178+VPJ41179+VPJ41180+VPJ41181,PQ6,,
VPJ41175,"IF(VPJ41177<0,VPJ41177,0)+IF(VPJ41178<0,VPJ41178,0)+IF(VPJ41179<0,VPJ41179,0)+IF(VPJ41180<0,VPJ41180,0)+IF(VPJ41181<0,VPJ41181,0)",PQ6,,
VPJ41187,"IF(VPJ41177>=0,VPJ41177,0)+IF(VPJ41178>=0,VPJ41178,0)+IF(VPJ41179>=0,VPJ41179,0)+IF(VPJ41180>=0,VPJ41180,0)+IF(VPJ41181>=0,VPJ41181,0)",PQ6,,
YZSI4310,YZSI4310,PQ7,,
VPJ41188,YZSI4310(PQ5)+YZSI4310(PQ6)+YZSI4310(PQ7)+YZSI4310(PQ8),PQ7,,
VPJ41086,VPJ41188,PQ7,,
VTJ41003,"VTJ41003' +IF(VPJ41086 <= -5000, 'A' , if(VPJ41086 > -5000 && VPJ41086 <= 0, 'B', if (VPJ41086 > 0 && VPJ41086 <= 5000, 'C', If (VPJ41086 > 5000 && VPJ41086 <= 10000, 'D', if (VPJ41086 > 10000 && VPJ41086 <= 15000, 'E', if(VPJ41086 > 15000 && VPJ41086 <= 20000, 'F', if(VPJ41086 > 20000 && VPJ41086 <= 25000, 'G', if(VPJ41086 > 25000 && VPJ41086 <= 30000, 'H', if(VPJ41086 > 30000 && VPJ41086 <= 35000, 'I', if (VPJ41086 > 35000 && VPJ41086 <= 40000, 'J', if (VPJ41086 > 40000 && VPJ41086 <= 50000, 'K', 'Z')))))))))))",PQ7,,
VTJ41004,"VTJ41004' +IF(VPJ41086 <= -5000, 'A' , if(VPJ41086 > -5000 && VPJ41086 <= 0, 'B', if (VPJ41086 > 0 && VPJ41086 <= 5000, 'C', If (VPJ41086 > 5000 && VPJ41086 <= 10000, 'D', if (VPJ41086 > 10000 && VPJ41086 <= 15000, 'E', if(VPJ41086 > 15000 && VPJ41086 <= 20000, 'F', if(VPJ41086 > 20000 && VPJ41086 <= 25000, 'G', if(VPJ41086 > 25000 && VPJ41086 <= 30000, 'H', if(VPJ41086 > 30000 && VPJ41086 <= 35000, 'I', if (VPJ41086 > 35000 && VPJ41086 <= 40000, 'J', if (VPJ41086 > 40000 && VPJ41086 <= 50000, 'K', 'Z')))))))))))",PQ7,,
VTJ41005,"VTJ41005' +IF(VPJ41086 <= -5000, 'A' , if(VPJ41086 > -5000 && VPJ41086 <= 0, 'B', if (VPJ41086 > 0 && VPJ41086 <= 5000, 'C', If (VPJ41086 > 5000 && VPJ41086 <= 10000, 'D', if (VPJ41086 > 10000 && VPJ41086 <= 15000, 'E', if(VPJ41086 > 15000 && VPJ41086 <= 20000, 'F', if(VPJ41086 > 20000 && VPJ41086 <= 25000, 'G', if(VPJ41086 > 25000 && VPJ41086 <= 30000, 'H', if(VPJ41086 > 30000 && VPJ41086 <= 35000, 'I', if (VPJ41086 > 35000 && VPJ41086 <= 40000, 'J', if (VPJ41086 > 40000 && VPJ41086 <= 50000, 'K', 'Z')))))))))))",PQ7,,
VTJ41006,"VTJ41006' +IF(VPJ41086 <= -5000, 'A' , if(VPJ41086 > -5000 && VPJ41086 <= 0, 'B', if (VPJ41086 > 0 && VPJ41086 <= 5000, 'C', If (VPJ41086 > 5000 && VPJ41086 <= 10000, 'D', if (VPJ41086 > 10000 && VPJ41086 <= 15000, 'E', if(VPJ41086 > 15000 && VPJ41086 <= 20000, 'F', if(VPJ41086 > 20000 && VPJ41086 <= 25000, 'G', if(VPJ41086 > 25000 && VPJ41086 <= 30000, 'H', if(VPJ41086 > 30000 && VPJ41086 <= 35000, 'I', if (VPJ41086 > 35000 && VPJ41086 <= 40000, 'J', if (VPJ41086 > 40000 && VPJ41086 <= 50000, 'K', 'Z')))))))))))",PQ7,,
VPJ41092,VTJ41003+VTJ41004+VTJ41005+VTJ41006,PQ7,,
VPJ41093,(VPJ41086*VTJ41001)+VPJ41092,PQ7,,
VTJ41002,"VTJ41002' +IF(VPJ41086 <= -5000, 'A' , if(VPJ41086 > -5000 && VPJ41086 <= 0, 'B', if (VPJ41086 > 0 && VPJ41086 <= 5000, 'C', If (VPJ41086 > 5000 && VPJ41086 <= 10000, 'D', if (VPJ41086 > 10000 && VPJ41086 <= 15000, 'E', if(VPJ41086 > 15000 && VPJ41086 <= 20000, 'F', if(VPJ41086 > 20000 && VPJ41086 <= 25000, 'G', if(VPJ41086 > 25000 && VPJ41086 <= 30000, 'H', if(VPJ41086 > 30000 && VPJ41086 <= 35000, 'I', if (VPJ41086 > 35000 && VPJ41086 <= 40000, 'J', if (VPJ41086 > 40000 && VPJ41086 <= 50000, 'K', 'Z')))))))))))*VPJ41093-VTJ41005-VTJ41006/0.65",PQ7,,
VPJ41095,(VPJ41093-VTJ41002)*VTJ41001,PQ7,,
VPJ41096,YZSI4302,PQ7,,
VPJ41097,VPJ41095-VPJ41096,PQ7,,
VPJ41018,VAJ41018,PQ7,,
VPJ22012,YZSPB530+VPJ22010(PQ7)-VPJ22010(PQ6)+VPJ23003(PQ7)-VPJ23003(PQ6)+VPJ23002(PQ7)-VPJ23002(PQ6),PQ7,,
VPJ41189,YZSI3123+ROARW923+VPJ22012,PQ7,,
VPJ41099,VPJ41189*VTJ41010,PQ7,,
VPJ41098,VPJ41099+VPJ41018,PQ7,,
VPJ41102,VPJ41189*VTJ41011,PQ7,,
VPJ41019,VAJ41019,PQ7,,
VPJ41101,VPJ41102+VPJ41019,PQ7,,
VPJ41020,VPJ41020,PQ7,,
VPJ41021,VPJ41021,PQ7,,
VPJ41022,VPJ41022,PQ7,,
VPJ41104,VPJ41020+VPJ41021+VPJ41022,PQ7,,
VPJ41183,VPJ41098+VPJ41101+VPJ41104,PQ7,,
VPJ41023,VAJ41023,PQ7,,
VPJ41106,"IF(VPJ41095<0,-VPJ41095,0)",PQ7,,
VPJ41107,VPJ41106(PQ1),PQ7,,
VPJ41024,VPJ41024,PQ7,,
VPJ41109,"IF(VPJ41106>0 && VPJ41024<0, -VPJ41024, 0)",PQ7,,
VPJ41110,VPJ41023+VPJ41106+VPJ41107+VPJ41024+VPJ41109,PQ7,,
VPJ41025,VAJ41025,PQ7,,
VPJ41111,"IF(VTJ41002 <0,-VTJ41002, 0)",PQ7,,
VPJ41112,VPJ4111(PQ1),PQ7,,
VPJ41026,VPJ41026,PQ7,,
VPJ41113,"IF(VPJ41111>0 && VPJ41026<0, -VPJ41026, 0)",PQ7,,
VPJ41114,VPJ41025+VPJ41111+VPJ41112+VPJ41026+VPJ41113,PQ7,,
VPJ41027,VPJ41027,PQ7,,
VPJ41028,VPJ41028,PQ7,,
VPJ41029,VPJ41029,PQ7,,
VPJ41115,VPJ41027+VPJ41028+VPJ41029,PQ7,,
VPJ41105,VPJ41110+VPJ41114+VPJ41115,PQ7,,
VPJ41030,VAJ41030,PQ7,,
VPJ41031,VPJ41031,PQ7,,
VPJ41117,VPJ41030+VPJ41031,PQ7,,
VPJ41032,VAJ41032,PQ7,,
VPJ41033,VPJ41033,PQ7,,
VPJ41118,VPJ41032+VPJ41033,PQ7,,
VPJ41034,VPJ41034,PQ7,,
VPJ41035,VPJ41035,PQ7,,
VPJ41036,VPJ41036,PQ7,,
VPJ41119,VPJ41034+VPJ41035+VPJ41036,PQ7,,
VPJ41116,VPJ41117+VPJ41118+VPJ41119,PQ7,,
VPJ41037,VAJ41037,PQ7,,
VPJ41038,VPJ41038,PQ7,,
VPJ41121,VPJ41037+VPJ41038,PQ7,,
VPJ41039,VAJ41039,PQ7,,
VPJ41040,VPJ41040,PQ7,,
VPJ41122,VPJ41039+VPJ41040,PQ7,,
VPJ41041,VPJ41041,PQ7,,
VPJ41042,VPJ41042,PQ7,,
VPJ41043,VPJ41043,PQ7,,
VPJ41123,VPJ41041+VPJ41042+VPJ41043,PQ7,,
VPJ41120,VPJ41121+VPJ41122+VPJ41123,PQ7,,
VPJ41125,VPJ41110+VPJ41117+VPJ41121,PQ7,,
VPJ41126,VPJ41114+VPJ41118+VPJ41122,PQ7,,
VPJ41127,VPJ41027+VPJ41034+VPJ41041,PQ7,,
VPJ41128,VPJ41028+VPJ41035+VPJ41042,PQ7,,
VPJ41129,VPJ41029+VPJ41036+VPJ41043,PQ7,,
VPJ41124,VPJ41125+VPJ41126+VPJ41127+VPJ41128+VPJ41129,PQ7,,
VPJ41044,VAJ41044,PQ7,,
VPJ41045,VPJ41045,PQ7,,
VPJ41131,VPJ41044+VPJ41045,PQ7,,
VPJ41046,VAJ41046,PQ7,,
VPJ41047,VPJ41047,PQ7,,
VPJ41132,VPJ41046+VPJ41047,PQ7,,
VPJ41048,VPJ41048,PQ7,,
VPJ41049,VPJ41049,PQ7,,
VPJ41050,VPJ41050,PQ7,,
VPJ41133,VPJ41048+VPJ41049+VPJ41050,PQ7,,
VPJ41130,VPJ41131+VPJ41132+VPJ41133,PQ7,,
VPJ41051,VAJ41051,PQ7,,
VPJ41052,VPJ41052,PQ7,,
VPJ41135,VPJ41051+VPJ41052,PQ7,,
VPJ41053,VAJ41053,PQ7,,
VPJ41054,VPJ41054,PQ7,,
VPJ41136,VPJ41053+VPJ41054,PQ7,,
VPJ41055,VPJ41055,PQ7,,
VPJ41056,VPJ41056,PQ7,,
VPJ41057,VPJ41057,PQ7,,
VPJ41137,VPJ41055+VPJ41056+VPJ41057,PQ7,,
VPJ41134,VPJ41135+VPJ41136+VPJ41137,PQ7,,
VPJ41058,VAJ41058,PQ7,,
VPJ41059,VPJ41059,PQ7,,
VPJ41139,VPJ41058+VPJ41059,PQ7,,
VPJ41060,VAJ41060,PQ7,,
VPJ41061,VPJ41061,PQ7,,
VPJ41140,VPJ41060+VPJ41061,PQ7,,
VPJ41062,VPJ41062,PQ7,,
VPJ41063,VPJ41063,PQ7,,
VPJ41064,VPJ41064,PQ7,,
VPJ41141,VPJ41062+VPJ41063+VPJ41064,PQ7,,
VPJ41138,VPJ41139+VPJ41140+VPJ41141,PQ7,,
VPJ41143,VPJ41131+VPJ41135+VPJ41139,PQ7,,
VPJ41144,VPJ41132+VPJ41136+VPJ41140,PQ7,,
VPJ41145,VPJ41048+VPJ41055+VPJ41062,PQ7,,
VPJ41146,VPJ41049+VPJ41056+VPJ41063,PQ7,,
VPJ41147,VPJ41050+VPJ41057+VPJ41064,PQ7,,
VPJ41142,VPJ41143+VPJ41144+VPJ41145+VPJ41146+VPJ41147,PQ7,,
VPJ41065,VPJ41065,PQ7,,
VPJ41066,VPJ41066,PQ7,,
VPJ41184,VPJ41065+VPJ41066,PQ7,,
VPJ41067,VPJ41067,PQ7,,
VPJ41068,VPJ41068,PQ7,,
VPJ41185,VPJ41067+VPJ41068,PQ7,,
VPJ41069,VPJ41069,PQ7,,
VPJ41070,VPJ41070,PQ7,,
VPJ41186,VPJ41069+VPJ41070,PQ7,,
VPJ73002,VPJ73002,PQ7,,
VPJ73003,VPJ73003,PQ7,,
VPJ73001,VPJ73002+VPJ73003,PQ7,,
VPJ41156,VPJ41065+VPJ41067+VPJ41069+VPJ73002,PQ7,,
VPJ41157,VPJ41066+VPJ41068+VPJ41070+VPJ73003,PQ7,,
VPJ41155,VPJ41156+VPJ41157,PQ7,,
VPJ41149,VPJ41098+VPJ41106+VPJ41107+VPJ41024+VPJ41109-VPJ41125-VPJ41143+VPJ41031+VPJ41038+VPJ41045+VPJ41052+VPJ41059,PQ7,,
VPJ41150,VPJ41101-VPJ41126-VPJ41144+VPJ41111+VPJ41112+VPJ41026+VPJ41113+VPJ41033+VPJ41040+VPJ41047+VPJ41054+VPJ41061,PQ7,,
VPJ41151,VPJ41020+VPJ41127+VPJ41145-(VAJ41127+VAJ41145),PQ7,,
VPJ41152,VPJ41021-VPJ41128-VPJ41146+VPJ41028-VAJ41028+VPJ41035-VAJ41035+VPJ41042-VAJ41042+VPJ41049-VAJ41049+VPJ41056-VAJ41056+VPJ41063-VAJ41063,PQ7,,
VPJ41153,VPJ41022-VPJ41129-VPJ41147+VPJ41029-VAJ41029+VPJ41036-VAJ41036+VPJ41043-VAJ41043+VPJ41050-VAJ41050+VPJ41057-VAJ41057+VPJ41064-VAJ41064,PQ7,,
VPJ41154,VPJ41151+VPJ41152+VPJ41153,PQ7,,
VPJ41148,VPJ41149+VPJ41150+VPJ41151+VPJ41152+VPJ41153,PQ7,,
VPJ41159,VPJ41149-VPJ41156,PQ7,,
VPJ41160,VPJ41150-VPJ41157,PQ7,,
VPJ41161,VPJ41154,PQ7,,
VPJ41158,VPJ41159+VPJ41160+VPJ41161,PQ7,,
VPJ41071,VPJ41071,PQ7,,
VPJ41072,VPJ41072,PQ7,,
VPJ41073,VPJ41073,PQ7,,
VPJ41162,VPJ41071+VPJ41072+VPJ41073,PQ7,,
VPJ41074,VPJ41074,PQ7,,
VPJ41075,VPJ41075,PQ7,,
VPJ41076,VPJ41076,PQ7,,
VPJ41163,VPJ41074+VPJ41075+VPJ41076,PQ7,,
VPJ41077,VPJ41077,PQ7,,
VPJ41078,VPJ41078,PQ7,,
VPJ41079,VPJ41079,PQ7,,
VPJ41168,VPJ41077+VPJ41078+VPJ41079,PQ7,,
VPJ41080,VPJ41080,PQ7,,
VPJ41081,VPJ41081,PQ7,,
VPJ41082,VPJ41082,PQ7,,
VPJ41169,VPJ41080+VPJ41081+VPJ41082,PQ7,,
VPJ41083,VPJ41083,PQ7,,
VPJ41084,VPJ41084,PQ7,,
VPJ41085,VPJ41085,PQ7,,
VPJ41170,VPJ41083+VPJ41084+VPJ41085,PQ7,,
VPJ41192,VPJ41192,PQ7,,
VPJ41193,VPJ41193,PQ7,,
VPJ41194,VPJ41194,PQ7,,
VPJ41171,VPJ41192+VPJ41193+VPJ41194,PQ7,,
